,label,youtube_id,time_start,time_end,split,is_cc,video_name
283,cleaning floor,LqWrEWrocJg,102,112,train,0,LqWrEWrocJg_000102_000112.mp4
284,cleaning floor,EdpKtpuvN7M,141,151,train,0,EdpKtpuvN7M_000141_000151.mp4
285,cleaning floor,Nmr8ilnQ1YQ,0,10,train,0,Nmr8ilnQ1YQ_000000_000010.mp4
286,cleaning floor,fai7rSTGOUs,25,35,train,0,fai7rSTGOUs_000025_000035.mp4
287,cleaning floor,XwRNlQiAAnQ,24,34,train,0,XwRNlQiAAnQ_000024_000034.mp4
288,cleaning floor,6xHWKpv4Mq8,63,73,train,0,6xHWKpv4Mq8_000063_000073.mp4
289,cleaning floor,drNGJYoq1Mo,100,110,train,0,drNGJYoq1Mo_000100_000110.mp4
290,cleaning floor,7O7Z9JYUURA,37,47,train,0,7O7Z9JYUURA_000037_000047.mp4
291,cleaning floor,9excSeGk-KY,269,279,train,0,9excSeGk-KY_000269_000279.mp4
292,cleaning floor,WhX8sF0ro7E,3,13,train,0,WhX8sF0ro7E_000003_000013.mp4
293,cleaning floor,TSmXPeden04,0,10,train,0,TSmXPeden04_000000_000010.mp4
294,cleaning floor,_cMswRMB3WU,124,134,train,0,_cMswRMB3WU_000124_000134.mp4
295,cleaning floor,-AXEH6stPG4,14,24,train,0,-AXEH6stPG4_000014_000024.mp4
296,cleaning floor,4oUcUJZZVsM,26,36,train,0,4oUcUJZZVsM_000026_000036.mp4
297,cleaning floor,OnR6gx-Wapw,35,45,train,0,OnR6gx-Wapw_000035_000045.mp4
298,cleaning floor,qXxce_wnhJU,5,15,train,0,qXxce_wnhJU_000005_000015.mp4
299,cleaning floor,_wnXrEucbhE,303,313,train,0,_wnXrEucbhE_000303_000313.mp4
300,cleaning floor,dMw_v6y3zlw,0,10,train,0,dMw_v6y3zlw_000000_000010.mp4
301,cleaning floor,N7_xdZLmmkQ,0,10,train,0,N7_xdZLmmkQ_000000_000010.mp4
302,cleaning floor,P8zBD4_e1SE,46,56,train,0,P8zBD4_e1SE_000046_000056.mp4
303,cleaning floor,m699O4Ue0Ng,11,21,train,0,m699O4Ue0Ng_000011_000021.mp4
304,cleaning floor,Yr2fLnfLiKo,39,49,train,0,Yr2fLnfLiKo_000039_000049.mp4
305,cleaning floor,BT7ubDhedGw,21,31,train,0,BT7ubDhedGw_000021_000031.mp4
306,cleaning floor,o1y6mTRyzRQ,40,50,train,1,o1y6mTRyzRQ_000040_000050.mp4
307,cleaning floor,qzicZ1ngzSQ,4,14,train,0,qzicZ1ngzSQ_000004_000014.mp4
308,cleaning floor,iexHn3m0fRs,55,65,train,0,iexHn3m0fRs_000055_000065.mp4
309,cleaning floor,gXeDEvV98Fc,0,10,train,0,gXeDEvV98Fc_000000_000010.mp4
310,cleaning floor,mPALORyNx1E,90,100,train,0,mPALORyNx1E_000090_000100.mp4
311,curling hair,Zc7znMGO9MM,17,27,train,0,Zc7znMGO9MM_000017_000027.mp4
312,curling hair,OZeZmbyGZUo,414,424,train,0,OZeZmbyGZUo_000414_000424.mp4
313,curling hair,FZjV7MZZhUM,29,39,train,0,FZjV7MZZhUM_000029_000039.mp4
314,curling hair,ck1_Q7qBzw8,18,28,train,0,ck1_Q7qBzw8_000018_000028.mp4
315,curling hair,8uct8MgldQ8,317,327,train,0,8uct8MgldQ8_000317_000327.mp4
316,curling hair,qed5K5bBJI4,197,207,train,0,qed5K5bBJI4_000197_000207.mp4
317,curling hair,P-psEnMdy88,334,344,train,0,P-psEnMdy88_000334_000344.mp4
318,curling hair,H60bfB-3NTU,4,14,train,0,H60bfB-3NTU_000004_000014.mp4
319,curling hair,23Kl47G0CKI,841,851,train,0,23Kl47G0CKI_000841_000851.mp4
320,curling hair,HnjjVkc54t8,161,171,train,0,HnjjVkc54t8_000161_000171.mp4
321,curling hair,B6sx99NAeNg,815,825,train,0,B6sx99NAeNg_000815_000825.mp4
322,curling hair,91gbKxwxAmw,83,93,train,0,91gbKxwxAmw_000083_000093.mp4
323,curling hair,yFnCK_c8Kn4,217,227,train,0,yFnCK_c8Kn4_000217_000227.mp4
324,curling hair,Xp4Z1hA9gZI,679,689,train,0,Xp4Z1hA9gZI_000679_000689.mp4
325,curling hair,0P1lpBQY4nw,246,256,train,0,0P1lpBQY4nw_000246_000256.mp4
326,curling hair,CoBJBW7OZWo,181,191,train,0,CoBJBW7OZWo_000181_000191.mp4
327,curling hair,n-VStoPlCvQ,106,116,train,0,n-VStoPlCvQ_000106_000116.mp4
328,curling hair,f0Uj1RTeet4,156,166,train,0,f0Uj1RTeet4_000156_000166.mp4
329,curling hair,wYMJVo-FfhY,226,236,train,0,wYMJVo-FfhY_000226_000236.mp4
330,curling hair,aa2IQKIuWg4,414,424,train,0,aa2IQKIuWg4_000414_000424.mp4
331,curling hair,BckjUl2degw,293,303,train,0,BckjUl2degw_000293_000303.mp4
332,curling hair,BgNLPaakHmk,275,285,train,0,BgNLPaakHmk_000275_000285.mp4
333,curling hair,zmOw-ecUIGY,153,163,train,0,zmOw-ecUIGY_000153_000163.mp4
334,curling hair,BA5WFf3PQrU,226,236,train,0,BA5WFf3PQrU_000226_000236.mp4
335,curling hair,T09k5LPZWqU,103,113,train,0,T09k5LPZWqU_000103_000113.mp4
336,curling hair,BMYuAgRNGIQ,115,125,train,0,BMYuAgRNGIQ_000115_000125.mp4
337,curling hair,0YeQn3xV3Hc,4,14,train,0,0YeQn3xV3Hc_000004_000014.mp4
338,curling hair,XSwUCIgmVMw,207,217,train,0,XSwUCIgmVMw_000207_000217.mp4
339,curling hair,YaPVEwwE1DY,388,398,train,0,YaPVEwwE1DY_000388_000398.mp4
340,curling hair,OMHt-i9Dm4I,179,189,train,0,OMHt-i9Dm4I_000179_000189.mp4
341,curling hair,VgKT7dJcWBs,26,36,train,0,VgKT7dJcWBs_000026_000036.mp4
342,curling hair,GPVhq41eDxA,289,299,train,0,GPVhq41eDxA_000289_000299.mp4
343,curling hair,5AIaoNRO-eU,135,145,train,0,5AIaoNRO-eU_000135_000145.mp4
344,curling hair,oKfe8xeJHbY,41,51,train,0,oKfe8xeJHbY_000041_000051.mp4
345,curling hair,qgQ16kKOt2M,26,36,train,0,qgQ16kKOt2M_000026_000036.mp4
346,curling hair,lb8SCC1EZNk,295,305,train,0,lb8SCC1EZNk_000295_000305.mp4
347,curling hair,iOr7xR2tw_o,0,10,train,0,iOr7xR2tw_o_000000_000010.mp4
348,curling hair,PXVUQbyX2Hg,320,330,train,0,PXVUQbyX2Hg_000320_000330.mp4
349,curling hair,lnSMkX5idT8,82,92,train,0,lnSMkX5idT8_000082_000092.mp4
350,curling hair,WvYN0Zd01ao,32,42,train,0,WvYN0Zd01ao_000032_000042.mp4
351,curling hair,hNx8Z1NgSKs,81,91,train,0,hNx8Z1NgSKs_000081_000091.mp4
352,curling hair,qbiSE6hp5X4,268,278,train,0,qbiSE6hp5X4_000268_000278.mp4
353,curling hair,mKH-_dKmCCY,52,62,train,0,mKH-_dKmCCY_000052_000062.mp4
354,curling hair,8y5Vt4Dr6EE,47,57,train,0,8y5Vt4Dr6EE_000047_000057.mp4
355,curling hair,M_ZAszUqqF4,91,101,train,0,M_ZAszUqqF4_000091_000101.mp4
356,curling hair,_N5y1tC0haA,20,30,train,0,_N5y1tC0haA_000020_000030.mp4
357,curling hair,0gqygJhzQUs,84,94,train,0,0gqygJhzQUs_000084_000094.mp4
358,curling hair,28VJOJsMa44,109,119,train,0,28VJOJsMa44_000109_000119.mp4
359,curling hair,yBcHsgNAIyE,732,742,train,0,yBcHsgNAIyE_000732_000742.mp4
360,curling hair,PSqwdduJi8c,243,253,train,0,PSqwdduJi8c_000243_000253.mp4
361,curling hair,fjRK4Jirx0w,29,39,train,0,fjRK4Jirx0w_000029_000039.mp4
362,curling hair,t1LIjL4qDsA,502,512,train,0,t1LIjL4qDsA_000502_000512.mp4
363,curling hair,LwPwLY1vhT8,39,49,train,0,LwPwLY1vhT8_000039_000049.mp4
364,curling hair,1qNsErmkIiU,45,55,train,0,1qNsErmkIiU_000045_000055.mp4
365,curling hair,XiqAAXYvYOo,1187,1197,train,0,XiqAAXYvYOo_001187_001197.mp4
366,curling hair,qGCqWIletMs,20,30,train,0,qGCqWIletMs_000020_000030.mp4
367,curling hair,6sQBbsDqrIY,75,85,train,0,6sQBbsDqrIY_000075_000085.mp4
368,curling hair,Ivd-n3k-1Fw,49,59,train,0,Ivd-n3k-1Fw_000049_000059.mp4
369,curling hair,0Hq6wQyumGA,93,103,train,0,0Hq6wQyumGA_000093_000103.mp4
370,curling hair,l_9ot4FJm_8,198,208,train,0,l_9ot4FJm_8_000198_000208.mp4
371,curling hair,mWczmEM2kmo,346,356,train,0,mWczmEM2kmo_000346_000356.mp4
372,curling hair,nJwriXrrI_E,463,473,train,0,nJwriXrrI_E_000463_000473.mp4
373,curling hair,GXyBluWXOKI,582,592,train,0,GXyBluWXOKI_000582_000592.mp4
374,curling hair,djJscdJ0Tcc,429,439,train,0,djJscdJ0Tcc_000429_000439.mp4
375,curling hair,znCd_ZPdiSc,257,267,train,0,znCd_ZPdiSc_000257_000267.mp4
376,curling hair,raA6kyrtwPw,160,170,train,0,raA6kyrtwPw_000160_000170.mp4
377,curling hair,j4tpRMfqKsM,489,499,train,0,j4tpRMfqKsM_000489_000499.mp4
378,curling hair,9O1k9gtsA1U,28,38,train,0,9O1k9gtsA1U_000028_000038.mp4
379,curling hair,MtA8K5OHMDs,47,57,train,0,MtA8K5OHMDs_000047_000057.mp4
380,curling hair,2696QjoS1Xo,350,360,train,0,2696QjoS1Xo_000350_000360.mp4
381,drinking,sXNxd4o2ILw,15,25,train,0,sXNxd4o2ILw_000015_000025.mp4
382,drinking,zWhMwm3izdc,159,169,train,0,zWhMwm3izdc_000159_000169.mp4
383,drinking,r31mvH3oIn0,97,107,train,0,r31mvH3oIn0_000097_000107.mp4
384,drinking,ThzChEJxuOw,36,46,train,0,ThzChEJxuOw_000036_000046.mp4
385,drinking,vhih0gh0PcE,25,35,train,0,vhih0gh0PcE_000025_000035.mp4
386,drinking,o9UDSUFGS3s,14,24,train,0,o9UDSUFGS3s_000014_000024.mp4
387,drinking,ZP2281qlEfQ,129,139,train,0,ZP2281qlEfQ_000129_000139.mp4
388,drinking,9wvXa2srzgk,509,519,train,0,9wvXa2srzgk_000509_000519.mp4
389,drinking,4NKpuT3OANA,89,99,train,0,4NKpuT3OANA_000089_000099.mp4
390,drinking,Dk5hbDCoqZI,18,28,train,0,Dk5hbDCoqZI_000018_000028.mp4
391,drinking,LhtaB90CrKA,15,25,train,1,LhtaB90CrKA_000015_000025.mp4
392,drinking,fkPfx8jWgE8,41,51,train,0,fkPfx8jWgE8_000041_000051.mp4
393,drinking,Emd5GRorDzc,21,31,train,0,Emd5GRorDzc_000021_000031.mp4
394,drinking,26YQBBZEk-k,187,197,train,0,26YQBBZEk-k_000187_000197.mp4
395,drinking,IbiSlfHMrRY,13,23,train,0,IbiSlfHMrRY_000013_000023.mp4
396,drinking,MylFbd6LvOs,16,26,train,0,MylFbd6LvOs_000016_000026.mp4
397,drinking,Gy41KujszgU,698,708,train,0,Gy41KujszgU_000698_000708.mp4
398,drinking,KIVTEefkfPs,62,72,train,0,KIVTEefkfPs_000062_000072.mp4
399,drinking,neRhrfDjics,83,93,train,0,neRhrfDjics_000083_000093.mp4
400,drinking,4U_xmfSwYSw,69,79,train,0,4U_xmfSwYSw_000069_000079.mp4
401,drinking,dyH3hxlaTzM,0,10,train,0,dyH3hxlaTzM_000000_000010.mp4
402,drinking,dU-_GeQF2Qg,45,55,train,0,dU-_GeQF2Qg_000045_000055.mp4
403,drinking,Cw3aCxhwFAU,7,17,train,0,Cw3aCxhwFAU_000007_000017.mp4
404,drinking,qHS7V6_lE50,14,24,train,0,qHS7V6_lE50_000014_000024.mp4
405,drinking,0MV9MX1-sJI,55,65,train,0,0MV9MX1-sJI_000055_000065.mp4
406,drinking,mMcO9VI-0pY,5,15,train,0,mMcO9VI-0pY_000005_000015.mp4
407,drinking,3sDivOd3_RM,103,113,train,0,3sDivOd3_RM_000103_000113.mp4
408,drinking,AMEV4LnE7-4,37,47,train,0,AMEV4LnE7-4_000037_000047.mp4
409,drinking,Yk9iEgo3CHM,0,10,train,0,Yk9iEgo3CHM_000000_000010.mp4
410,drinking,mL-XdSQiRUI,15,25,train,0,mL-XdSQiRUI_000015_000025.mp4
411,drinking,s1LhYl4hojg,301,311,train,0,s1LhYl4hojg_000301_000311.mp4
412,drinking,YeLTnMjp_2M,4,14,train,0,YeLTnMjp_2M_000004_000014.mp4
413,drinking,p4oxWlBIKJk,19,29,train,0,p4oxWlBIKJk_000019_000029.mp4
414,drinking,M5CXxoHIauw,65,75,train,0,M5CXxoHIauw_000065_000075.mp4
415,drinking,LSmNIiLKv9U,71,81,train,0,LSmNIiLKv9U_000071_000081.mp4
416,drinking,btIe4SwFUhg,80,90,train,0,btIe4SwFUhg_000080_000090.mp4
417,drinking,IA3kraIyJFM,28,38,train,0,IA3kraIyJFM_000028_000038.mp4
418,drinking,M30i_6MGPdM,102,112,train,0,M30i_6MGPdM_000102_000112.mp4
419,drinking,Mz-tt6m4-rU,180,190,train,0,Mz-tt6m4-rU_000180_000190.mp4
420,drinking,nmCDiBMovws,49,59,train,0,nmCDiBMovws_000049_000059.mp4
421,drinking,97S5K2uDAYE,41,51,train,0,97S5K2uDAYE_000041_000051.mp4
422,drinking,ERLf-jwAYas,49,59,train,0,ERLf-jwAYas_000049_000059.mp4
423,drinking,3-5u_EheUkY,13,23,train,0,3-5u_EheUkY_000013_000023.mp4
424,drinking,KGqe8JXfqyc,207,217,train,0,KGqe8JXfqyc_000207_000217.mp4
425,drinking,2ByBLPJD82Y,114,124,train,0,2ByBLPJD82Y_000114_000124.mp4
426,exercising with an exercise ball,JtGbzX1upik,70,80,train,0,JtGbzX1upik_000070_000080.mp4
427,exercising with an exercise ball,Ut88ImQLPq8,25,35,train,0,Ut88ImQLPq8_000025_000035.mp4
428,exercising with an exercise ball,uD6G07Z2AG8,32,42,train,0,uD6G07Z2AG8_000032_000042.mp4
429,exercising with an exercise ball,97LK1VyykMI,16,26,train,0,97LK1VyykMI_000016_000026.mp4
430,exercising with an exercise ball,SGMGgzQGYW0,1,11,train,0,SGMGgzQGYW0_000001_000011.mp4
431,exercising with an exercise ball,QUr0rXzYS6M,7,17,train,0,QUr0rXzYS6M_000007_000017.mp4
432,exercising with an exercise ball,GKcaBZdPJUg,42,52,train,0,GKcaBZdPJUg_000042_000052.mp4
433,exercising with an exercise ball,astgDVEOFlQ,43,53,train,0,astgDVEOFlQ_000043_000053.mp4
434,exercising with an exercise ball,i1DeBewu9rQ,35,45,train,0,i1DeBewu9rQ_000035_000045.mp4
435,exercising with an exercise ball,Amhb_ZJmw54,30,40,train,0,Amhb_ZJmw54_000030_000040.mp4
436,exercising with an exercise ball,8sKez0MR3bQ,27,37,train,0,8sKez0MR3bQ_000027_000037.mp4
437,exercising with an exercise ball,JteXG07Dhn4,43,53,train,0,JteXG07Dhn4_000043_000053.mp4
438,exercising with an exercise ball,LwHD7-hgaM4,58,68,train,0,LwHD7-hgaM4_000058_000068.mp4
439,exercising with an exercise ball,z7WaJkOSLtM,104,114,train,0,z7WaJkOSLtM_000104_000114.mp4
440,exercising with an exercise ball,NWg8YG7pdag,19,29,train,0,NWg8YG7pdag_000019_000029.mp4
441,exercising with an exercise ball,Aw-eKls0E1M,44,54,train,0,Aw-eKls0E1M_000044_000054.mp4
442,exercising with an exercise ball,tsYcG8DFASE,324,334,train,0,tsYcG8DFASE_000324_000334.mp4
443,exercising with an exercise ball,8QRZB5OimOQ,8,18,train,0,8QRZB5OimOQ_000008_000018.mp4
444,exercising with an exercise ball,c29w396gDJA,40,50,train,0,c29w396gDJA_000040_000050.mp4
445,exercising with an exercise ball,F67MPmh7ZG0,74,84,train,0,F67MPmh7ZG0_000074_000084.mp4
446,exercising with an exercise ball,H26wKI9IPlA,38,48,train,0,H26wKI9IPlA_000038_000048.mp4
447,exercising with an exercise ball,flk-A3Zt6oQ,47,57,train,0,flk-A3Zt6oQ_000047_000057.mp4
448,exercising with an exercise ball,ZmAglEpgKUY,37,47,train,0,ZmAglEpgKUY_000037_000047.mp4
449,exercising with an exercise ball,BOZu7XSECg0,3,13,train,0,BOZu7XSECg0_000003_000013.mp4
450,exercising with an exercise ball,HaGybWECu7g,1,11,train,0,HaGybWECu7g_000001_000011.mp4
451,exercising with an exercise ball,gWCNlunqZXQ,1,11,train,0,gWCNlunqZXQ_000001_000011.mp4
452,exercising with an exercise ball,oXXQNbxUCd0,635,645,train,0,oXXQNbxUCd0_000635_000645.mp4
453,exercising with an exercise ball,kUjN_vUxpKU,111,121,train,0,kUjN_vUxpKU_000111_000121.mp4
454,exercising with an exercise ball,aCK9E9fKxvE,96,106,train,0,aCK9E9fKxvE_000096_000106.mp4
455,giving or receiving award,LARQGxJV2KI,240,250,train,0,LARQGxJV2KI_000240_000250.mp4
456,giving or receiving award,2FManmYfrB0,18,28,train,0,2FManmYfrB0_000018_000028.mp4
457,giving or receiving award,ykVFBkb7Ve4,2,12,train,0,ykVFBkb7Ve4_000002_000012.mp4
458,giving or receiving award,Ey1j7Nt8VRc,50,60,train,0,Ey1j7Nt8VRc_000050_000060.mp4
459,giving or receiving award,Gn1PMdxnugo,26,36,train,0,Gn1PMdxnugo_000026_000036.mp4
460,giving or receiving award,cEzniKtOPdc,112,122,train,0,cEzniKtOPdc_000112_000122.mp4
461,giving or receiving award,wlDWaqGLfVs,9,19,train,0,wlDWaqGLfVs_000009_000019.mp4
462,giving or receiving award,T9xR6-amWis,246,256,train,0,T9xR6-amWis_000246_000256.mp4
463,giving or receiving award,m0zxSCykkGc,14,24,train,0,m0zxSCykkGc_000014_000024.mp4
464,giving or receiving award,NKollnqYIx4,0,10,train,0,NKollnqYIx4_000000_000010.mp4
465,giving or receiving award,s_ywnZcYoS4,77,87,train,0,s_ywnZcYoS4_000077_000087.mp4
466,giving or receiving award,rwd0VrqP1fE,39,49,train,0,rwd0VrqP1fE_000039_000049.mp4
467,giving or receiving award,4lThBiduZC8,795,805,train,0,4lThBiduZC8_000795_000805.mp4
468,giving or receiving award,jUMq1vPG9j0,0,10,train,0,jUMq1vPG9j0_000000_000010.mp4
469,giving or receiving award,PCu8Duw5Ewc,14,24,train,0,PCu8Duw5Ewc_000014_000024.mp4
470,giving or receiving award,GGW29ZhILN8,198,208,train,0,GGW29ZhILN8_000198_000208.mp4
471,giving or receiving award,3WU8LVArMi0,447,457,train,0,3WU8LVArMi0_000447_000457.mp4
472,giving or receiving award,_ES9LYTaU50,21,31,train,0,_ES9LYTaU50_000021_000031.mp4
473,giving or receiving award,eQk5uk17RSY,10,20,train,0,eQk5uk17RSY_000010_000020.mp4
474,giving or receiving award,1ncfAzpVtPM,4,14,train,0,1ncfAzpVtPM_000004_000014.mp4
475,giving or receiving award,wZyO2rnmb-E,23,33,train,0,wZyO2rnmb-E_000023_000033.mp4
476,giving or receiving award,m58JYj2mqbE,88,98,train,0,m58JYj2mqbE_000088_000098.mp4
477,giving or receiving award,dtOu8WUUlD4,39,49,train,0,dtOu8WUUlD4_000039_000049.mp4
478,giving or receiving award,Xk9aawSDtPk,175,185,train,0,Xk9aawSDtPk_000175_000185.mp4
479,giving or receiving award,ArPJpyHvr9s,501,511,train,0,ArPJpyHvr9s_000501_000511.mp4
480,giving or receiving award,ru0rrBjlY4U,41,51,train,0,ru0rrBjlY4U_000041_000051.mp4
481,giving or receiving award,_D7hYSZBXwQ,232,242,train,0,_D7hYSZBXwQ_000232_000242.mp4
482,giving or receiving award,SGUQFj2a1Yg,418,428,train,0,SGUQFj2a1Yg_000418_000428.mp4
483,giving or receiving award,Mz-N8T4SY0M,340,350,train,0,Mz-N8T4SY0M_000340_000350.mp4
484,giving or receiving award,IdXz1RodDiE,83,93,train,0,IdXz1RodDiE_000083_000093.mp4
485,giving or receiving award,AxB1SH5JTok,57,67,train,0,AxB1SH5JTok_000057_000067.mp4
486,giving or receiving award,SX8xXkfPobA,37,47,train,1,SX8xXkfPobA_000037_000047.mp4
487,giving or receiving award,TvmwGIkGUdU,54,64,train,0,TvmwGIkGUdU_000054_000064.mp4
488,giving or receiving award,RbXY_R3kOL0,114,124,train,0,RbXY_R3kOL0_000114_000124.mp4
489,giving or receiving award,5SWAqT9TOHY,34,44,train,0,5SWAqT9TOHY_000034_000044.mp4
490,giving or receiving award,hPYbspQqIHo,150,160,train,0,hPYbspQqIHo_000150_000160.mp4
491,giving or receiving award,E2A8FszWvII,69,79,train,0,E2A8FszWvII_000069_000079.mp4
492,giving or receiving award,6aRfU7l2o4o,247,257,train,0,6aRfU7l2o4o_000247_000257.mp4
493,giving or receiving award,rrr5C4FGNKM,4,14,train,0,rrr5C4FGNKM_000004_000014.mp4
494,giving or receiving award,LHYHu1gqm1w,31,41,train,0,LHYHu1gqm1w_000031_000041.mp4
495,giving or receiving award,z_F-EH62z0g,15,25,train,0,z_F-EH62z0g_000015_000025.mp4
496,giving or receiving award,IfN6b48tU4E,149,159,train,0,IfN6b48tU4E_000149_000159.mp4
497,giving or receiving award,NbhRAOUe1to,133,143,train,0,NbhRAOUe1to_000133_000143.mp4
498,giving or receiving award,gv3Eu2uTjjI,55,65,train,0,gv3Eu2uTjjI_000055_000065.mp4
499,giving or receiving award,rca1UTWRPog,179,189,train,0,rca1UTWRPog_000179_000189.mp4
500,giving or receiving award,Sp9HXpcHYF0,3,13,train,0,Sp9HXpcHYF0_000003_000013.mp4
501,giving or receiving award,5Vh_SuIYJEk,50,60,train,0,5Vh_SuIYJEk_000050_000060.mp4
502,giving or receiving award,sZUOI7Lndqc,564,574,train,0,sZUOI7Lndqc_000564_000574.mp4
503,giving or receiving award,b-akxIIFC_8,27,37,train,0,b-akxIIFC_8_000027_000037.mp4
504,giving or receiving award,nhRUvq8bR7k,282,292,train,0,nhRUvq8bR7k_000282_000292.mp4
505,giving or receiving award,OAolouG_wXc,115,125,train,0,OAolouG_wXc_000115_000125.mp4
506,giving or receiving award,P43981y2v_Y,70,80,train,0,P43981y2v_Y_000070_000080.mp4
507,giving or receiving award,yILh_jMJv7k,6,16,train,0,yILh_jMJv7k_000006_000016.mp4
508,giving or receiving award,71VFsEhwmcE,39,49,train,0,71VFsEhwmcE_000039_000049.mp4
509,giving or receiving award,_duLyhbZqac,8,18,train,0,_duLyhbZqac_000008_000018.mp4
510,giving or receiving award,j45UYAYGVWg,516,526,train,0,j45UYAYGVWg_000516_000526.mp4
511,giving or receiving award,ZCpD_Y-N0vg,86,96,train,0,ZCpD_Y-N0vg_000086_000096.mp4
512,giving or receiving award,vm6u0AVPiQ0,100,110,train,0,vm6u0AVPiQ0_000100_000110.mp4
513,giving or receiving award,JmdpHv82kPg,81,91,train,0,JmdpHv82kPg_000081_000091.mp4
514,giving or receiving award,UsnrFaMTv1Q,214,224,train,0,UsnrFaMTv1Q_000214_000224.mp4
515,giving or receiving award,IYghCz1Ly5Y,8,18,train,0,IYghCz1Ly5Y_000008_000018.mp4
516,giving or receiving award,ag8XOk6vxQo,599,609,train,0,ag8XOk6vxQo_000599_000609.mp4
517,giving or receiving award,sYFY1t0D51k,5,15,train,0,sYFY1t0D51k_000005_000015.mp4
518,giving or receiving award,rBxLZWb6Df4,17,27,train,0,rBxLZWb6Df4_000017_000027.mp4
519,giving or receiving award,kWIH_CEc2xM,38,48,train,0,kWIH_CEc2xM_000038_000048.mp4
520,giving or receiving award,11gjjHfzCc0,53,63,train,0,11gjjHfzCc0_000053_000063.mp4
521,giving or receiving award,45qlloAXtV8,123,133,train,0,45qlloAXtV8_000123_000133.mp4
522,giving or receiving award,ZnMAixv4_CY,2,12,train,0,ZnMAixv4_CY_000002_000012.mp4
523,giving or receiving award,uFb4EuBh_4Q,218,228,train,0,uFb4EuBh_4Q_000218_000228.mp4
524,giving or receiving award,q3zHe3hrD64,26,36,train,1,q3zHe3hrD64_000026_000036.mp4
525,giving or receiving award,v8Rroahrgio,173,183,train,0,v8Rroahrgio_000173_000183.mp4
526,giving or receiving award,uaNJW05Ya8s,100,110,train,0,uaNJW05Ya8s_000100_000110.mp4
527,giving or receiving award,gtmIdpYyvRY,193,203,train,0,gtmIdpYyvRY_000193_000203.mp4
528,giving or receiving award,DLZu3dmijM4,0,10,train,0,DLZu3dmijM4_000000_000010.mp4
529,giving or receiving award,w0AdY141ORk,173,183,train,0,w0AdY141ORk_000173_000183.mp4
530,giving or receiving award,2ATgxOp31oI,63,73,train,0,2ATgxOp31oI_000063_000073.mp4
531,giving or receiving award,65ZruvW3r4s,30,40,train,0,65ZruvW3r4s_000030_000040.mp4
532,giving or receiving award,AgU7nQMbAQM,41,51,train,0,AgU7nQMbAQM_000041_000051.mp4
533,giving or receiving award,fhXWmMoEPfc,27,37,train,0,fhXWmMoEPfc_000027_000037.mp4
534,giving or receiving award,I1gyarS8oPY,226,236,train,1,I1gyarS8oPY_000226_000236.mp4
535,hurdling,LIZBOpmeey0,3,13,train,0,LIZBOpmeey0_000003_000013.mp4
536,hurdling,pu5ev56QfP8,13,23,train,0,pu5ev56QfP8_000013_000023.mp4
537,hurdling,0SaxV9L5uic,17,27,train,0,0SaxV9L5uic_000017_000027.mp4
538,hurdling,ZxeelB66A8c,8,18,train,0,ZxeelB66A8c_000008_000018.mp4
539,hurdling,-68VwvBfeeg,3,13,train,0,-68VwvBfeeg_000003_000013.mp4
540,hurdling,JEvQ5A1ggco,20,30,train,0,JEvQ5A1ggco_000020_000030.mp4
541,hurdling,kd2edFoy8W4,3,13,train,0,kd2edFoy8W4_000003_000013.mp4
542,hurdling,T4-AEVW66V0,3,13,train,0,T4-AEVW66V0_000003_000013.mp4
543,hurdling,HKPkD62UM-k,9,19,train,0,HKPkD62UM-k_000009_000019.mp4
544,hurdling,cWZgLQqvi04,15,25,train,0,cWZgLQqvi04_000015_000025.mp4
545,hurdling,UEL9EMlAQDw,99,109,train,0,UEL9EMlAQDw_000099_000109.mp4
546,hurdling,NgW80dKNQSM,8,18,train,0,NgW80dKNQSM_000008_000018.mp4
547,hurdling,ZXTG6ioT9XU,31,41,train,0,ZXTG6ioT9XU_000031_000041.mp4
548,hurdling,gGuvz_Yy65A,0,10,train,0,gGuvz_Yy65A_000000_000010.mp4
549,hurdling,QDW29o3Gcbo,18,28,train,0,QDW29o3Gcbo_000018_000028.mp4
550,hurdling,tnkhn9IrOfY,4,14,train,0,tnkhn9IrOfY_000004_000014.mp4
551,hurdling,qRERfDIPWPI,4,14,train,0,qRERfDIPWPI_000004_000014.mp4
552,hurdling,IePszfBi6LA,4,14,train,0,IePszfBi6LA_000004_000014.mp4
553,hurdling,xwSXwDePKKM,29,39,train,0,xwSXwDePKKM_000029_000039.mp4
554,hurdling,9r8wpMS2iEk,48,58,train,0,9r8wpMS2iEk_000048_000058.mp4
555,hurdling,593iAA1S_Yg,0,10,train,0,593iAA1S_Yg_000000_000010.mp4
556,hurdling,-vAOikxwtSI,6,16,train,0,-vAOikxwtSI_000006_000016.mp4
557,hurdling,Qc9_2qwkS44,9,19,train,0,Qc9_2qwkS44_000009_000019.mp4
558,hurdling,ZAIgy_EIpBc,6,16,train,0,ZAIgy_EIpBc_000006_000016.mp4
559,hurdling,px9654C8fp8,15,25,train,0,px9654C8fp8_000015_000025.mp4
560,hurdling,snUU_fCYjr4,13,23,train,0,snUU_fCYjr4_000013_000023.mp4
561,hurdling,DyKQbdKj6Ss,1,11,train,0,DyKQbdKj6Ss_000001_000011.mp4
562,hurdling,dbMFEIku4dI,5,15,train,0,dbMFEIku4dI_000005_000015.mp4
563,hurdling,b6rd-618wb8,6,16,train,0,b6rd-618wb8_000006_000016.mp4
